SYMBOL,TOKEN,EXCHANGE,MARKET CAP,TIME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,VOLUME
MMFL,13844,NSE,Small Cap,2024-12-31 12:15:00,455.35,468.70,454.05,466.65,16700
MMFL,13844,NSE,Small Cap,2024-12-30 11:15:00,466.50,472.35,453.10,454.50,49533
MMFL,13844,NSE,Small Cap,2024-12-27 14:30:00,474.95,485.00,463.95,466.50,22497
MMFL,13844,NSE,Small Cap,2024-12-26 13:30:00,485.00,487.45,473.00,474.30,41277
MMFL,13844,NSE,Small Cap,2024-12-24 11:30:00,485.00,490.45,483.00,485.00,32616
MMFL,13844,NSE,Small Cap,2024-12-23 10:30:00,485.60,492.00,478.80,485.00,42167
MMFL,13844,NSE,Small Cap,2024-12-20 13:45:00,493.50,493.50,480.45,484.90,67847
MMFL,13844,NSE,Small Cap,2024-12-19 12:45:00,521.10,524.50,487.00,493.00,78719
MMFL,13844,NSE,Small Cap,2024-12-18 11:45:00,544.05,545.50,516.10,521.90,51373
MMFL,13844,NSE,Small Cap,2024-12-17 10:45:00,558.55,559.40,542.00,545.25,46270
MMFL,13844,NSE,Small Cap,2024-12-16 09:45:00,558.00,575.25,549.80,559.45,122494
MMFL,13844,NSE,Small Cap,2024-12-13 13:00:00,558.20,572.00,534.45,557.35,132159
MMFL,13844,NSE,Small Cap,2024-12-12 12:00:00,547.10,566.00,531.00,558.20,173022
MMFL,13844,NSE,Small Cap,2024-12-11 11:00:00,553.40,560.00,547.05,547.10,27796
MMFL,13844,NSE,Small Cap,2024-12-10 10:00:00,536.55,572.50,533.40,553.35,142771
MMFL,13844,NSE,Small Cap,2024-12-09 15:15:00,533.55,538.00,531.25,536.55,33668
MMFL,13844,NSE,Small Cap,2024-12-06 12:15:00,547.20,548.00,532.05,533.55,57304
MMFL,13844,NSE,Small Cap,2024-12-05 11:15:00,560.00,570.00,539.80,547.20,210915
MMFL,13844,NSE,Small Cap,2024-12-04 10:15:00,509.50,582.00,509.50,559.55,469213
MMFL,13844,NSE,Small Cap,2024-12-03 09:15:00,495.75,512.75,495.75,509.50,34575
MMFL,13844,NSE,Small Cap,2024-12-02 14:30:00,497.90,499.90,495.10,495.65,3669
MMFL,13844,NSE,Small Cap,2024-11-29 11:30:00,500.30,504.00,493.05,497.90,25466
MMFL,13844,NSE,Small Cap,2024-11-28 10:30:00,508.85,511.10,498.00,500.30,40900
MMFL,13844,NSE,Small Cap,2024-11-27 09:30:00,466.65,517.95,466.00,508.85,238028
MMFL,13844,NSE,Small Cap,2024-11-26 14:45:00,460.90,466.45,458.50,466.45,5631
MMFL,13844,NSE,Small Cap,2024-11-25 13:45:00,460.75,465.50,455.15,459.70,23529
MMFL,13844,NSE,Small Cap,2024-11-22 10:45:00,459.65,464.00,454.05,461.00,30634
MMFL,13844,NSE,Small Cap,2024-11-21 09:45:00,456.20,470.95,452.00,459.30,37735
MMFL,13844,NSE,Small Cap,2024-11-19 14:00:00,474.00,479.45,447.80,456.50,36404
MMFL,13844,NSE,Small Cap,2024-11-18 13:00:00,446.50,477.30,444.30,474.00,49994
MMFL,13844,NSE,Small Cap,2024-11-14 15:15:00,438.75,448.45,430.00,446.00,28879
MMFL,13844,NSE,Small Cap,2024-11-13 14:15:00,439.55,452.95,430.95,438.80,62022
MMFL,13844,NSE,Small Cap,2024-11-12 13:15:00,459.20,459.30,438.05,439.55,55954
MMFL,13844,NSE,Small Cap,2024-11-11 12:15:00,470.50,471.70,458.05,458.70,33755
MMFL,13844,NSE,Small Cap,2024-11-08 09:15:00,483.00,483.00,468.00,470.50,41007
MMFL,13844,NSE,Small Cap,2024-11-07 14:30:00,483.30,486.00,479.10,479.10,13290
MMFL,13844,NSE,Small Cap,2024-11-06 13:30:00,483.10,486.75,479.10,483.30,65574
MMFL,13844,NSE,Small Cap,2024-11-05 12:30:00,487.40,491.05,479.55,482.10,34787
