SYMBOL,TOKEN,EXCHANGE,MARKET CAP,TIME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,VOLUME
DBREALTY,18124,NSE,Small Cap,2024-12-31 12:15:00,171.40,173.95,170.40,173.40,704924
DBREALTY,18124,NSE,Small Cap,2024-12-30 11:15:00,173.00,174.50,168.34,171.31,1439173
DBREALTY,18124,NSE,Small Cap,2024-12-27 14:30:00,177.40,177.43,172.31,172.88,1306072
DBREALTY,18124,NSE,Small Cap,2024-12-26 13:30:00,177.10,178.25,174.28,177.34,1283636
DBREALTY,18124,NSE,Small Cap,2024-12-24 11:30:00,180.32,180.95,175.51,177.10,1570643
DBREALTY,18124,NSE,Small Cap,2024-12-23 10:30:00,177.05,182.59,176.10,180.44,2152120
DBREALTY,18124,NSE,Small Cap,2024-12-20 13:45:00,183.62,183.96,175.75,176.91,2024598
DBREALTY,18124,NSE,Small Cap,2024-12-19 12:45:00,184.55,193.32,183.00,183.44,8047077
DBREALTY,18124,NSE,Small Cap,2024-12-18 11:45:00,185.82,187.30,178.13,184.66,3819865
DBREALTY,18124,NSE,Small Cap,2024-12-17 10:45:00,183.32,189.00,180.10,185.98,8664140
DBREALTY,18124,NSE,Small Cap,2024-12-16 09:45:00,173.91,183.80,172.70,183.23,4920702
DBREALTY,18124,NSE,Small Cap,2024-12-13 13:00:00,172.98,174.00,170.50,174.00,641358
DBREALTY,18124,NSE,Small Cap,2024-12-12 12:00:00,178.60,178.90,169.12,172.80,1763660
DBREALTY,18124,NSE,Small Cap,2024-12-11 11:00:00,175.40,179.80,173.48,178.40,2573705
DBREALTY,18124,NSE,Small Cap,2024-12-10 10:00:00,177.21,180.10,174.66,175.45,1926773
DBREALTY,18124,NSE,Small Cap,2024-12-09 15:15:00,179.79,180.00,176.90,177.19,437958
DBREALTY,18124,NSE,Small Cap,2024-12-06 12:15:00,178.75,181.24,176.55,179.80,2419756
DBREALTY,18124,NSE,Small Cap,2024-12-05 11:15:00,181.84,183.00,178.60,178.81,3580239
DBREALTY,18124,NSE,Small Cap,2024-12-04 10:15:00,180.83,186.08,179.29,182.38,3487016
DBREALTY,18124,NSE,Small Cap,2024-12-03 09:15:00,172.20,181.50,172.20,181.01,3383129
DBREALTY,18124,NSE,Small Cap,2024-12-02 14:30:00,172.81,172.99,172.00,172.00,155418
DBREALTY,18124,NSE,Small Cap,2024-11-29 11:30:00,172.79,173.86,170.31,172.60,1387412
DBREALTY,18124,NSE,Small Cap,2024-11-28 10:30:00,173.90,174.15,169.71,172.77,1918803
DBREALTY,18124,NSE,Small Cap,2024-11-27 09:30:00,162.35,174.00,161.68,173.75,3686703
DBREALTY,18124,NSE,Small Cap,2024-11-26 14:45:00,163.39,163.39,161.16,162.40,275004
DBREALTY,18124,NSE,Small Cap,2024-11-25 13:45:00,160.70,166.80,159.50,163.40,2122474
DBREALTY,18124,NSE,Small Cap,2024-11-22 10:45:00,160.69,168.41,159.00,160.79,2280217
DBREALTY,18124,NSE,Small Cap,2024-11-21 09:45:00,157.71,160.89,155.89,160.50,2266157
DBREALTY,18124,NSE,Small Cap,2024-11-19 14:00:00,159.19,159.41,153.81,157.97,1072870
DBREALTY,18124,NSE,Small Cap,2024-11-18 13:00:00,155.39,162.70,154.00,159.00,1769957
DBREALTY,18124,NSE,Small Cap,2024-11-14 15:15:00,160.80,160.94,152.11,155.41,1406134
DBREALTY,18124,NSE,Small Cap,2024-11-13 14:15:00,157.96,164.00,151.10,160.85,3192215
DBREALTY,18124,NSE,Small Cap,2024-11-12 13:15:00,162.18,162.86,155.72,157.94,1343209
DBREALTY,18124,NSE,Small Cap,2024-11-11 12:15:00,167.66,167.66,162.17,162.35,1199211
DBREALTY,18124,NSE,Small Cap,2024-11-08 09:15:00,171.70,172.18,162.00,167.65,1695487
DBREALTY,18124,NSE,Small Cap,2024-11-07 14:30:00,172.76,173.50,172.00,172.70,261903
DBREALTY,18124,NSE,Small Cap,2024-11-06 13:30:00,177.00,177.55,172.30,172.81,2548501
DBREALTY,18124,NSE,Small Cap,2024-11-05 12:30:00,160.89,179.28,160.41,176.96,4189748
DBREALTY,18124,NSE,Small Cap,2024-11-04 11:30:00,161.28,162.60,160.00,160.80,883922
DBREALTY,18124,NSE,Small Cap,2024-10-31 13:45:00,162.88,166.05,160.01,161.26,1081441
DBREALTY,18124,NSE,Small Cap,2024-10-30 12:45:00,168.61,169.48,162.05,162.71,1586105
DBREALTY,18124,NSE,Small Cap,2024-10-29 11:45:00,159.00,170.90,158.80,168.89,2071212
DBREALTY,18124,NSE,Small Cap,2024-10-28 10:45:00,157.39,163.39,157.07,158.97,2068938
DBREALTY,18124,NSE,Small Cap,2024-10-25 14:00:00,159.04,161.54,156.21,157.18,1541188
DBREALTY,18124,NSE,Small Cap,2024-10-24 13:00:00,168.13,169.69,157.99,159.20,2206700
DBREALTY,18124,NSE,Small Cap,2024-10-23 12:00:00,166.18,173.75,164.86,168.31,1864475
DBREALTY,18124,NSE,Small Cap,2024-10-22 11:00:00,168.50,169.67,161.01,166.39,2230030
DBREALTY,18124,NSE,Small Cap,2024-10-21 10:00:00,174.67,176.90,167.10,168.70,1877553
DBREALTY,18124,NSE,Small Cap,2024-10-18 13:15:00,176.61,180.65,174.24,174.76,989321
DBREALTY,18124,NSE,Small Cap,2024-10-17 12:15:00,179.57,181.00,172.92,176.61,2352015
DBREALTY,18124,NSE,Small Cap,2024-10-16 11:15:00,187.54,187.80,178.65,179.61,2606726
DBREALTY,18124,NSE,Small Cap,2024-10-15 10:15:00,193.10,196.00,187.10,187.55,2324254
DBREALTY,18124,NSE,Small Cap,2024-10-14 09:15:00,202.64,204.10,192.40,193.19,4623181
DBREALTY,18124,NSE,Small Cap,2024-10-11 12:30:00,202.46,204.50,200.75,201.80,3166840
DBREALTY,18124,NSE,Small Cap,2024-10-10 11:30:00,179.67,205.87,179.21,202.36,17469457
DBREALTY,18124,NSE,Small Cap,2024-10-09 10:30:00,174.00,180.30,173.50,179.89,2061252
DBREALTY,18124,NSE,Small Cap,2024-10-08 09:30:00,172.91,174.44,170.20,174.19,2455200
