SYMBOL,TOKEN,EXCHANGE,MARKET CAP,TIME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,VOLUME
MARKSANS,10579,NSE,Small Cap,2024-12-31 12:15:00,293.15,298.10,291.60,297.00,590782
MARKSANS,10579,NSE,Small Cap,2024-12-30 11:15:00,291.05,293.90,285.40,293.00,1167989
MARKSANS,10579,NSE,Small Cap,2024-12-27 14:30:00,294.70,295.45,288.10,291.20,472405
MARKSANS,10579,NSE,Small Cap,2024-12-26 13:30:00,291.30,296.80,288.70,294.75,809332
MARKSANS,10579,NSE,Small Cap,2024-12-24 11:30:00,297.40,299.35,290.00,291.50,1055364
MARKSANS,10579,NSE,Small Cap,2024-12-23 10:30:00,298.50,302.15,292.45,297.10,1791616
MARKSANS,10579,NSE,Small Cap,2024-12-20 13:45:00,312.75,313.65,283.70,298.40,1632371
MARKSANS,10579,NSE,Small Cap,2024-12-19 12:45:00,313.90,323.45,311.90,312.70,1054154
MARKSANS,10579,NSE,Small Cap,2024-12-18 11:45:00,325.85,326.35,312.15,313.80,1795943
MARKSANS,10579,NSE,Small Cap,2024-12-17 10:45:00,324.50,332.40,323.90,325.80,2952894
MARKSANS,10579,NSE,Small Cap,2024-12-16 09:45:00,312.45,327.20,311.60,324.45,2439354
MARKSANS,10579,NSE,Small Cap,2024-12-13 13:00:00,315.65,316.30,311.10,312.40,664606
MARKSANS,10579,NSE,Small Cap,2024-12-12 12:00:00,315.00,319.50,308.60,315.60,2040492
MARKSANS,10579,NSE,Small Cap,2024-12-11 11:00:00,320.75,327.85,314.60,315.10,1610726
MARKSANS,10579,NSE,Small Cap,2024-12-10 10:00:00,326.00,329.45,316.40,320.80,2245125
MARKSANS,10579,NSE,Small Cap,2024-12-09 15:15:00,332.10,332.30,325.35,326.05,542964
MARKSANS,10579,NSE,Small Cap,2024-12-06 12:15:00,341.60,346.80,332.00,332.30,1800062
MARKSANS,10579,NSE,Small Cap,2024-12-05 11:15:00,349.90,352.40,338.75,341.70,1481158
MARKSANS,10579,NSE,Small Cap,2024-12-04 10:15:00,350.05,358.55,343.10,349.75,2406962
MARKSANS,10579,NSE,Small Cap,2024-12-03 09:15:00,353.90,355.90,347.00,350.30,2320475
MARKSANS,10579,NSE,Small Cap,2024-12-02 14:30:00,354.40,354.75,351.95,354.00,531188
MARKSANS,10579,NSE,Small Cap,2024-11-29 11:30:00,347.10,358.70,339.00,354.65,5007579
MARKSANS,10579,NSE,Small Cap,2024-11-28 10:30:00,338.35,353.90,332.75,347.25,4148348
