SYMBOL,TOKEN,EXCHANGE,MARKET CAP,TIME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,VOLUME
IFBIND,1485,NSE,Small Cap,2024-12-31 12:15:00,1854.95,1911.70,1840.05,1897.00,15801
IFBIND,1485,NSE,Small Cap,2024-12-30 11:15:00,1867.25,1898.85,1820.40,1854.70,45377
IFBIND,1485,NSE,Small Cap,2024-12-27 14:30:00,1898.10,1909.80,1861.20,1865.15,18893
IFBIND,1485,NSE,Small Cap,2024-12-26 13:30:00,1938.25,1965.00,1879.65,1900.00,87639
IFBIND,1485,NSE,Small Cap,2024-12-24 11:30:00,1825.00,1958.70,1821.05,1932.00,145331
IFBIND,1485,NSE,Small Cap,2024-12-23 10:30:00,1827.15,1855.05,1775.00,1825.00,62806
IFBIND,1485,NSE,Small Cap,2024-12-20 13:45:00,1809.90,1846.00,1762.20,1832.40,48057
IFBIND,1485,NSE,Small Cap,2024-12-19 12:45:00,1774.05,1867.75,1760.10,1816.95,83708
IFBIND,1485,NSE,Small Cap,2024-12-18 11:45:00,1767.25,1802.20,1750.65,1774.05,22975
IFBIND,1485,NSE,Small Cap,2024-12-17 10:45:00,1815.75,1822.25,1765.00,1767.25,27892
IFBIND,1485,NSE,Small Cap,2024-12-16 09:45:00,1817.65,1829.95,1798.50,1820.10,34096
IFBIND,1485,NSE,Small Cap,2024-12-13 13:00:00,1784.20,1819.00,1774.00,1817.65,12459
IFBIND,1485,NSE,Small Cap,2024-12-12 12:00:00,1820.05,1846.45,1732.65,1784.20,39407
IFBIND,1485,NSE,Small Cap,2024-12-11 11:00:00,1817.75,1835.90,1815.00,1820.05,25373
IFBIND,1485,NSE,Small Cap,2024-12-10 10:00:00,1871.10,1871.85,1803.00,1818.00,33154
IFBIND,1485,NSE,Small Cap,2024-12-09 15:15:00,1857.05,1879.90,1815.50,1871.10,13674
IFBIND,1485,NSE,Small Cap,2024-12-06 12:15:00,1821.25,1871.00,1815.00,1861.40,45197
IFBIND,1485,NSE,Small Cap,2024-12-05 11:15:00,1800.75,1843.00,1795.30,1819.20,60333
IFBIND,1485,NSE,Small Cap,2024-12-04 10:15:00,1808.35,1815.10,1765.30,1800.75,52971
IFBIND,1485,NSE,Small Cap,2024-12-03 09:15:00,1734.15,1820.60,1712.25,1808.35,83867
IFBIND,1485,NSE,Small Cap,2024-12-02 14:30:00,1715.80,1732.00,1710.55,1730.00,4554
IFBIND,1485,NSE,Small Cap,2024-11-29 11:30:00,1688.30,1744.25,1670.00,1710.45,41821
IFBIND,1485,NSE,Small Cap,2024-11-28 10:30:00,1714.75,1754.95,1670.10,1686.55,109736
IFBIND,1485,NSE,Small Cap,2024-11-27 09:30:00,1571.10,1715.00,1563.05,1712.00,134795
IFBIND,1485,NSE,Small Cap,2024-11-26 14:45:00,1568.65,1583.95,1560.55,1575.00,9329
IFBIND,1485,NSE,Small Cap,2024-11-25 13:45:00,1555.00,1586.45,1550.00,1568.65,38989
IFBIND,1485,NSE,Small Cap,2024-11-22 10:45:00,1551.00,1597.45,1550.20,1555.45,203622
IFBIND,1485,NSE,Small Cap,2024-11-21 09:45:00,1558.70,1581.40,1537.55,1551.00,47847
IFBIND,1485,NSE,Small Cap,2024-11-19 14:00:00,1599.45,1605.00,1536.60,1559.30,25069
IFBIND,1485,NSE,Small Cap,2024-11-18 13:00:00,1606.50,1625.15,1589.20,1598.00,58689
IFBIND,1485,NSE,Small Cap,2024-11-14 15:15:00,1570.00,1630.65,1534.20,1609.55,64618
IFBIND,1485,NSE,Small Cap,2024-11-13 14:15:00,1583.55,1627.45,1533.55,1571.10,117504
IFBIND,1485,NSE,Small Cap,2024-11-12 13:15:00,1650.20,1657.25,1584.70,1588.60,81567
IFBIND,1485,NSE,Small Cap,2024-11-11 12:15:00,1658.95,1684.70,1633.05,1650.20,54568
IFBIND,1485,NSE,Small Cap,2024-11-08 09:15:00,1727.95,1727.95,1611.60,1658.95,143220
IFBIND,1485,NSE,Small Cap,2024-11-07 14:30:00,1665.10,1665.75,1652.00,1655.35,18774
IFBIND,1485,NSE,Small Cap,2024-11-06 13:30:00,1688.65,1710.00,1655.00,1665.30,107216
IFBIND,1485,NSE,Small Cap,2024-11-05 12:30:00,1576.15,1718.05,1573.25,1685.05,183783
IFBIND,1485,NSE,Small Cap,2024-11-04 11:30:00,1576.70,1640.00,1566.85,1578.45,180557
