SYMBOL,TOKEN,EXCHANGE,MARKET CAP,TIME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,VOLUME
BAJAJHIND,308,NSE,Small Cap,2024-12-31 12:15:00,29.85,30.47,29.84,30.42,1793111
BAJAJHIND,308,NSE,Small Cap,2024-12-30 11:15:00,30.56,30.72,29.68,29.85,6789987
BAJAJHIND,308,NSE,Small Cap,2024-12-27 14:30:00,30.89,30.95,30.48,30.55,2157175
BAJAJHIND,308,NSE,Small Cap,2024-12-26 13:30:00,30.88,31.09,30.72,30.86,3339527
BAJAJHIND,308,NSE,Small Cap,2024-12-24 11:30:00,31.34,31.36,30.85,30.86,3139521
BAJAJHIND,308,NSE,Small Cap,2024-12-23 10:30:00,30.82,31.52,30.80,31.35,5203820
BAJAJHIND,308,NSE,Small Cap,2024-12-20 13:45:00,31.51,31.53,30.61,30.83,4627684
BAJAJHIND,308,NSE,Small Cap,2024-12-19 12:45:00,31.52,32.79,31.35,31.50,9304127
BAJAJHIND,308,NSE,Small Cap,2024-12-18 11:45:00,32.30,32.34,31.21,31.54,6413584
BAJAJHIND,308,NSE,Small Cap,2024-12-17 10:45:00,32.76,32.94,32.04,32.32,6010832
BAJAJHIND,308,NSE,Small Cap,2024-12-16 09:45:00,33.54,33.63,32.55,32.78,5237176
BAJAJHIND,308,NSE,Small Cap,2024-12-13 13:00:00,33.19,33.74,33.01,33.55,2723157
BAJAJHIND,308,NSE,Small Cap,2024-12-12 12:00:00,33.78,33.87,32.74,33.18,6448484
BAJAJHIND,308,NSE,Small Cap,2024-12-11 11:00:00,34.59,34.70,33.70,33.76,6603553
BAJAJHIND,308,NSE,Small Cap,2024-12-10 10:00:00,34.23,35.38,33.90,34.57,14023086
BAJAJHIND,308,NSE,Small Cap,2024-12-09 15:15:00,33.94,34.58,33.76,34.22,4563223
BAJAJHIND,308,NSE,Small Cap,2024-12-06 12:15:00,34.04,34.73,33.68,33.92,9691612
BAJAJHIND,308,NSE,Small Cap,2024-12-05 11:15:00,33.90,34.29,33.70,34.06,6421193
BAJAJHIND,308,NSE,Small Cap,2024-12-04 10:15:00,34.54,34.54,33.80,33.89,8753709
BAJAJHIND,308,NSE,Small Cap,2024-12-03 09:15:00,33.88,34.84,33.66,34.52,11082710
BAJAJHIND,308,NSE,Small Cap,2024-12-02 14:30:00,33.77,33.77,33.54,33.75,1174299
BAJAJHIND,308,NSE,Small Cap,2024-11-29 11:30:00,33.22,33.99,32.95,33.76,9624397
BAJAJHIND,308,NSE,Small Cap,2024-11-28 10:30:00,33.65,33.67,32.87,33.24,7905698
BAJAJHIND,308,NSE,Small Cap,2024-11-27 09:30:00,33.02,33.90,32.77,33.67,12793860
BAJAJHIND,308,NSE,Small Cap,2024-11-26 14:45:00,32.23,33.05,32.13,33.03,3470093
BAJAJHIND,308,NSE,Small Cap,2024-11-25 13:45:00,31.32,32.34,30.93,32.26,9122210
BAJAJHIND,308,NSE,Small Cap,2024-11-22 10:45:00,30.45,32.12,30.27,31.30,10005898
BAJAJHIND,308,NSE,Small Cap,2024-11-21 09:45:00,30.34,30.46,29.76,30.42,8744234
BAJAJHIND,308,NSE,Small Cap,2024-11-19 14:00:00,31.45,31.46,30.15,30.32,5658970
BAJAJHIND,308,NSE,Small Cap,2024-11-18 13:00:00,30.52,31.85,30.36,31.46,9157717
BAJAJHIND,308,NSE,Small Cap,2024-11-14 15:15:00,30.90,31.00,30.15,30.53,6004728
BAJAJHIND,308,NSE,Small Cap,2024-11-13 14:15:00,30.92,31.78,30.37,30.93,10427971
BAJAJHIND,308,NSE,Small Cap,2024-11-12 13:15:00,32.89,32.90,30.77,30.90,13823999
BAJAJHIND,308,NSE,Small Cap,2024-11-11 12:15:00,33.89,33.91,32.85,32.87,7907377
BAJAJHIND,308,NSE,Small Cap,2024-11-08 09:15:00,34.48,35.25,33.36,33.88,19532199
BAJAJHIND,308,NSE,Small Cap,2024-11-07 14:30:00,34.70,34.73,34.47,34.60,1295427
BAJAJHIND,308,NSE,Small Cap,2024-11-06 13:30:00,34.64,35.61,34.56,34.73,9337106
BAJAJHIND,308,NSE,Small Cap,2024-11-05 12:30:00,34.10,34.80,33.80,34.63,10029551
BAJAJHIND,308,NSE,Small Cap,2024-11-04 11:30:00,33.29,34.37,32.94,34.07,11898751
BAJAJHIND,308,NSE,Small Cap,2024-10-31 13:45:00,34.55,35.04,33.11,33.30,11103974
BAJAJHIND,308,NSE,Small Cap,2024-10-30 12:45:00,34.62,34.78,34.09,34.54,6504745
BAJAJHIND,308,NSE,Small Cap,2024-10-29 11:45:00,33.34,34.75,33.11,34.60,7203613
BAJAJHIND,308,NSE,Small Cap,2024-10-28 10:45:00,32.84,34.32,32.81,33.33,11094698
BAJAJHIND,308,NSE,Small Cap,2024-10-25 14:00:00,31.93,33.02,31.70,32.82,6797116
BAJAJHIND,308,NSE,Small Cap,2024-10-24 13:00:00,34.05,34.21,31.64,31.94,14881321
BAJAJHIND,308,NSE,Small Cap,2024-10-23 12:00:00,34.70,35.00,33.93,34.04,8958435
BAJAJHIND,308,NSE,Small Cap,2024-10-22 11:00:00,34.68,35.08,33.33,34.69,15207021
BAJAJHIND,308,NSE,Small Cap,2024-10-21 10:00:00,36.91,37.43,34.30,34.67,12626767
BAJAJHIND,308,NSE,Small Cap,2024-10-18 13:15:00,37.14,37.84,36.84,36.93,4376610
BAJAJHIND,308,NSE,Small Cap,2024-10-17 12:15:00,37.86,38.02,36.62,37.12,9450857
BAJAJHIND,308,NSE,Small Cap,2024-10-16 11:15:00,38.32,38.48,37.71,37.88,8224928
BAJAJHIND,308,NSE,Small Cap,2024-10-15 10:15:00,38.58,39.37,38.31,38.34,9587699
BAJAJHIND,308,NSE,Small Cap,2024-10-14 09:15:00,38.90,39.18,38.52,38.59,9091073
BAJAJHIND,308,NSE,Small Cap,2024-10-11 12:30:00,38.91,38.93,38.43,38.74,2845807
BAJAJHIND,308,NSE,Small Cap,2024-10-10 11:30:00,39.13,39.39,38.78,38.93,9451627
BAJAJHIND,308,NSE,Small Cap,2024-10-09 10:30:00,39.39,39.65,38.76,39.14,12153265
BAJAJHIND,308,NSE,Small Cap,2024-10-08 09:30:00,38.34,39.47,37.80,39.35,14628136
BAJAJHIND,308,NSE,Small Cap,2024-10-07 14:45:00,38.24,38.32,37.20,38.30,7372045
BAJAJHIND,308,NSE,Small Cap,2024-10-04 11:45:00,41.57,41.74,37.55,38.23,31292382
BAJAJHIND,308,NSE,Small Cap,2024-10-03 10:45:00,42.63,42.66,40.01,41.59,27281804
BAJAJHIND,308,NSE,Small Cap,2024-10-01 15:00:00,43.17,43.70,42.35,42.62,12700209
BAJAJHIND,308,NSE,Small Cap,2024-09-30 14:00:00,43.03,44.80,42.37,43.15,52608169
BAJAJHIND,308,NSE,Small Cap,2024-09-27 11:00:00,42.52,43.88,41.50,43.01,72673913
BAJAJHIND,308,NSE,Small Cap,2024-09-26 10:00:00,40.15,43.28,39.80,42.50,42845226
BAJAJHIND,308,NSE,Small Cap,2024-09-25 15:15:00,40.56,40.90,39.94,40.13,4574858
BAJAJHIND,308,NSE,Small Cap,2024-09-24 14:15:00,40.42,41.94,40.31,40.52,32771083
BAJAJHIND,308,NSE,Small Cap,2024-09-23 13:15:00,39.23,40.90,38.95,40.41,20478110
BAJAJHIND,308,NSE,Small Cap,2024-09-20 10:15:00,37.90,39.57,37.87,39.24,14478138
BAJAJHIND,308,NSE,Small Cap,2024-09-19 09:15:00,39.15,39.34,37.34,37.92,18926652
BAJAJHIND,308,NSE,Small Cap,2024-09-18 14:30:00,38.78,39.20,38.60,39.20,2044544
BAJAJHIND,308,NSE,Small Cap,2024-09-17 13:30:00,38.76,39.93,38.64,38.75,11208206
BAJAJHIND,308,NSE,Small Cap,2024-09-16 12:30:00,39.36,39.61,38.71,38.75,7993916
BAJAJHIND,308,NSE,Small Cap,2024-09-13 09:30:00,39.08,39.90,38.37,39.34,17692579
BAJAJHIND,308,NSE,Small Cap,2024-09-12 14:45:00,39.07,39.24,38.82,39.07,2520809
BAJAJHIND,308,NSE,Small Cap,2024-09-11 13:45:00,38.91,39.34,38.24,39.08,10705548
BAJAJHIND,308,NSE,Small Cap,2024-09-10 12:45:00,39.42,39.88,38.87,38.94,7035996
BAJAJHIND,308,NSE,Small Cap,2024-09-09 11:45:00,38.97,39.80,38.65,39.41,9220485
BAJAJHIND,308,NSE,Small Cap,2024-09-06 15:00:00,39.10,39.24,38.16,38.95,8291418
